"No.","Time","Source","Destination","Length","Info","tcp_dstport","tcp_srcport","udp_dstport","udp_srcport","Protocol","sport","dport"
"23420","267.154498000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23421","267.154624000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23422","267.170964000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23423","267.191054000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23424","267.211866000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23425","267.230207000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23426","267.249584000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23427","267.253703000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23428","267.271479000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23429","267.291877000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23430","267.312118000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23431","267.331987000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23432","267.352806000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23433","267.353442000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23434","267.357182000","128.119.247.197","173.194.207.127","64","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23435","267.372982000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23436","267.393760000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23437","267.413386000","128.119.247.197","173.194.207.127","140","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23439","267.434480000","128.119.247.197","173.194.207.127","139","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23440","267.453240000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23441","267.453744000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23442","267.474178000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23443","267.492150000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23444","267.513084000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23445","267.533902000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23446","267.554023000","128.119.247.197","173.194.207.127","142","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23447","267.554718000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23448","267.574451000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23449","267.585837000","173.194.207.127","128.119.247.197","98","Binding Request user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","49949","19305","49949","19305","STUN","19305","49949"
"23450","267.586159000","128.119.247.197","173.194.207.127","110","Binding Success Response MAPPED-ADDRESS: 173.194.207.127:19305 user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","19305","49949","19305","49949","STUN","49949","19305"
"23451","267.589405000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"23452","267.591416000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23453","267.609962000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"23454","267.610876000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23455","267.631370000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23457","267.651711000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23458","267.653676000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23459","267.671543000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23460","267.692554000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23461","267.716940000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23462","267.733095000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23463","267.753699000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23464","267.754230000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23465","267.771352000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23466","267.793288000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23467","267.813581000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23468","267.833864000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23469","267.851217000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23470","267.853613000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23471","267.862992000","128.119.247.197","173.194.207.127","108","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23472","267.872334000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23473","267.892566000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23474","267.912833000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23475","267.933536000","128.119.247.197","173.194.207.127","140","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23476","267.953627000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23477","267.954020000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23478","267.974229000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23479","267.994639000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23480","268.008304000","173.194.207.127","128.119.247.197","88","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23481","268.010937000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23482","268.031174000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23483","268.051530000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23484","268.053539000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23485","268.069606000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"23486","268.071895000","128.119.247.197","173.194.207.127","153","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23487","268.090251000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"23488","268.092145000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23489","268.112914000","128.119.247.197","173.194.207.127","142","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23490","268.133459000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23491","268.152907000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"23492","268.153654000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"23493","268.172878000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
